Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,11N,B,11N-B,MT-TSHE-H-11N-B,,,2013,0,0,0,0,0,90,RINGWIDTH,1,MT-TSHE-H-11N-Both.tif,5/12/14 12:26,                   ,,964 12622 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],456.0000 6633.0000 420.0000 12444.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.9713,0.762,1.143,1.013,1.297,0.917,0.646,1.023,1.255,1.154,1.158,1.585,1.479,1.458,1.541,1.899,3.059,1.59,1.796,1.608,1.645,1.126,1.069,0.954,2.032,1.064,1.759,1.498,1.159,1.047,0.837,0.846,0.566,1.053,0.57,0.456,1.183,0.958,1.003,0.678,0.879,1.134,0.741,0.891,0.922,1.208,1.164,0.984,1.625,1.238,0.821,0.737,0.505,0.695,0.759,0.57,0.696,1.077,1.702,1.006,1.015,1.078,1.312,1.14,1.161,1.183,1.29,1.856,1.808,1.868,2.368,1.051,0.841,0.717,0.524,0.689,0.731,0.824,1.158,2.492,3.685,1.943,2.258,1.418,2.326,1.616,1.497,1.076,2.065,3.539,0.578,,,,,,,,,,,,,,
MT,TSHE,H,12C,A,12C-A,MT-TSHE-H-12C-A,,,2013,0,0,0,0,0,87,RINGWIDTH,1,MT-TSHE-H-12C-Both.tif,5/12/14 12:38,                   ,,1929 25323 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],656.0000 12688.0000 728.0000 552.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,128.4097,1.672,2.009,2.274,2.031,1.343,1.398,2.007,2.019,2.234,1.712,1.8,1.545,1.405,1.314,1.164,1.238,0.994,1.235,1.356,2.007,1.229,1.394,1.266,1.023,0.452,1.609,1.726,1.513,1.249,1.312,1.29,0.91,1.248,1.248,1.169,1.541,1.813,1.646,1.28,1.137,1.219,1.044,1.217,1.28,0.963,1.192,1.267,1.39,0.936,1.42,1.04,1.063,1.222,1.072,1.49,1.384,1.274,1.165,1.356,0.916,1.273,0.951,1.255,0.709,0.969,0.886,1.156,1.129,1.219,1.065,1.122,1.145,0.79,0.701,0.703,1.041,0.647,0.607,0.541,0.8,0.699,0.688,0.883,0.907,1.342,1.268,1.405,,,,,,,,,,,,,,,,,
MT,TSHE,H,12C,B,12C-B,MT-TSHE-H-12C-B,,,2013,0,0,0,0,0,87,RINGWIDTH,1,MT-TSHE-H-12C-Both.tif,5/12/14 12:38,                   ,,1929 25323 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],654.0000 12684.0000 654.0000 24780.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,127.9842,0.352,0.497,0.783,0.931,0.666,0.823,1.076,1.447,1.402,1.056,1.703,1.534,1.396,1.47,1.403,1.766,1.047,1.47,1.936,2.719,1.333,1.481,0.962,0.863,0.263,1.584,1.636,1.604,1.509,1.14,1.574,1.769,1.403,1.319,1.414,1.847,2.213,1.851,1.359,1.353,1.85,1.162,1.57,1.561,1.134,1.249,1.679,2.09,1.041,1.723,1.26,1.307,1.394,1.213,1.298,1.505,1.148,0.727,1.357,1.103,1.717,1.672,1.77,1.254,1.288,1.295,0.953,0.963,1.288,1.07,0.892,1.009,1.167,0.845,0.626,0.836,0.464,0.565,0.262,0.757,0.639,0.747,0.815,0.857,1.117,1.301,1.462,,,,,,,,,,,,,,,,,
MT,TSHE,H,12N,A,12N-A,MT-TSHE-H-12N-A,,,2013,0,0,0,0,0,70,RINGWIDTH,1,MT-TSHE-H-12N-Both.tif,5/12/14 12:47,                   ,,964 12661 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],408.0000 6808.0000 524.0000 404.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,135.5398,2.058,2.284,2.007,2.895,2.176,1.839,2.37,3.009,3.279,2.775,2.367,2.306,1.967,1.819,1.987,2.407,2.782,2.971,3.899,3.15,1.288,2.144,1.51,1.408,0.937,1.67,1.514,1.499,1.196,2.012,2.113,2.099,2.569,2.095,2.213,2.209,1.954,1.712,1.321,1.538,1.954,1.159,1.77,1.264,1.53,1.513,1.247,1.476,1.563,1.232,1.629,0.852,1.227,1.476,1.878,2.282,1.836,1.227,1.797,2.135,1.43,1.408,1.179,1.757,1.668,1.489,0.972,0.956,1.793,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,12N,B,12N-B,MT-TSHE-H-12N-B,,,2013,0,0,0,0,0,70,RINGWIDTH,1,MT-TSHE-H-12N-Both.tif,5/12/14 12:47,                   ,,964 12661 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],408.0000 6804.0000 327.0000 12609.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.8539,0.902,1.026,0.834,0.896,1.305,1.195,1.538,1.659,1.897,1.82,2.103,2.287,2.222,2.428,2.605,2.401,2.183,2.676,3.114,3.373,1.73,2.728,2.317,2.896,2.615,3.28,3.375,2.569,1.815,1.998,1.509,1.297,1.308,0.913,0.918,0.708,0.835,0.966,0.732,0.693,1.158,0.971,1.368,1.149,1.229,1.356,1.329,1.886,2.28,1.822,1.484,0.733,0.721,0.9,0.996,0.896,1.297,0.707,1.315,1.728,1.522,1.638,1.204,1.366,1.225,1.446,0.424,0.7,1.361,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13C,A,13C-A,MT-TSHE-H-13C-A,,,2013,0,0,0,0,0,63,RINGWIDTH,1,MT-TSHE-H-13C-Both.tif,5/12/14 12:59,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],426.0000 5364.0000 423.0000 618.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,100.4321,1.04,1.482,1.288,1.397,1.366,1.143,1.743,2.035,1.656,1.233,1.994,1.346,1.324,1.736,2.032,2.561,2.023,1.965,2.12,1.939,1.377,2.273,2.169,1.558,0.99,1.748,1.428,1.197,0.831,1.558,1.873,1.543,1.564,1.246,2.025,2.467,2.595,1.698,1.119,1.097,1.501,1.591,1.819,1.059,1.126,0.777,1.159,1.22,1.059,1.163,1.118,1.001,0.924,0.929,0.91,0.781,1.31,0.782,1.629,1.299,1.278,1.637,1.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13C,B,13C-B,MT-TSHE-H-13C-B,,,2013,0,0,0,0,0,72,RINGWIDTH,1,MT-TSHE-H-13C-Both.tif,5/12/14 12:59,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1821.0000 4221.0000 1851.0000 645.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,75.6758,0.741,0.74,0.74,0.613,0.719,0.783,1.544,1.439,1.375,1.291,2.137,1.33,2.009,1.645,1.988,2.157,1.777,1.206,0.867,1.016,0.761,1.731,1.648,0.779,0.381,1.1,0.801,0.827,0.655,0.983,0.813,0.518,0.643,0.394,0.653,0.694,0.758,0.763,0.58,0.587,0.722,0.769,0.747,0.825,1.187,1.337,0.801,1.026,0.663,0.66,0.719,0.669,0.543,0.719,0.862,0.431,1.487,0.602,0.571,0.718,0.866,0.887,0.866,0.964,0.875,0.775,1.218,1.147,0.906,1.224,1.444,1.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,03C,A,03C-A,MT-TSHE-H-03C-A,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-03C-Both.tif,5/12/14 15:44,                   ,,1713 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],837.0000 5133.0000 900.0000 150.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,105.4557,1.046,0.823,1.056,0.983,1.244,1.316,1.529,1.62,0.989,0.654,0.992,0.76,0.76,0.845,0.909,1.67,1.035,1.246,0.973,1.777,1.502,1.714,1.185,1.037,0.444,1.227,0.889,1.079,0.868,1.143,1.291,0.973,1.439,1.143,1.058,1.037,1.227,1.248,0.93,0.801,0.8,0.652,0.732,0.995,1.526,0.887,0.939,1.094,0.958,1.231,1.329,0.645,0.673,0.917,0.856,0.79,1.264,0.741,1.016,0.806,0.861,0.701,1.098,0.731,0.79,0.552,0.654,0.491,0.654,0.729,0.869,0.733,0.725,0.63,0.699,0.701,1.041,1.205,0.683,0.865,1.058,1.091,0.818,1.101,1.092,1.412,1.129,0.78,0.823,1.084,0.076,,,,,,,,,,,,,
MT,TSHE,H,03C,B,03C-B,MT-TSHE-H-03C-B,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-03C-Both.tif,5/12/14 15:44,                   ,,1713 12169 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],838.0000 5254.0000 727.0000 11762.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,137.5056,0.912,0.984,1.173,1.119,1.35,1.042,1.799,2.581,1.918,1.214,1.325,1.15,1.44,1.598,1.385,1.798,1.438,1.399,1.175,1.778,1.3,2.02,1.545,1.555,1.036,1.834,1.585,1.057,0.814,1.058,1.105,0.961,1.119,0.73,1.024,1.192,1.379,1.421,0.761,0.647,1.056,1.045,0.84,1.138,1.281,0.765,1.208,1.416,1.621,1.758,1.603,0.985,1.085,1.29,1.565,1.481,1.967,1.148,1.872,1.36,1.904,2.052,2.512,1.971,2.158,1.777,1.396,0.995,1.079,1.078,1.268,1.267,1.222,1.009,0.967,1.219,1.763,1.838,0.77,1.631,1.387,1.362,0.998,1.208,1.105,1.392,1.167,0.891,1.078,1.42,0.678,,,,,,,,,,,,,
MT,TSHE,H,11N,B,11N-B,MT-TSHE-H-11N-B,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-11N-Both.tif,5/12/14 15:44,                   ,,964 12622 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],456.0000 6633.0000 420.0000 12444.0000  1.0000,Tg A Int Y,0.5,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.9713,0.762,1.143,1.013,1.297,0.917,0.646,1.023,1.255,1.154,1.158,1.585,1.479,1.458,1.541,1.899,3.059,1.59,1.796,1.608,1.645,1.126,1.069,0.954,2.032,1.064,1.759,1.498,1.159,1.047,0.837,0.846,0.566,1.053,0.57,0.456,1.183,0.958,1.003,0.678,0.879,1.134,0.741,0.891,0.86,1.271,1.164,0.984,1.625,1.238,0.821,0.737,0.462,0.738,0.759,0.57,0.696,1.077,0.761,0.941,1.006,1.015,1.078,1.312,1.14,1.161,1.183,1.29,1.856,1.808,1.868,2.368,1.051,0.841,0.717,0.524,0.689,0.731,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,06N,A,06N-A,MT-TSHE-H-06N-A,,,2013,0,0,0,0,0,98,RINGWIDTH,1,MT-TSHE-H-06N-BOTH.tif,5/12/14 16:08,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],174.0000 6644.0000 191.0000 525.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,129.4872,1.507,1.904,1.354,1.89,1.495,1.036,1.944,2.68,2.434,2.43,2.674,2.357,2.365,2.006,2.231,2.478,1.474,1.265,0.992,1.369,0.917,1.67,1.453,1.596,0.634,2.79,3.276,2.899,1.817,2.475,3.452,3.262,2.429,1.549,1.027,1.634,1.211,1.359,0.807,1.129,1.136,1.511,1.608,1.157,1.983,1.574,1.029,1.554,1.053,1.116,1.076,1.036,0.779,0.771,0.693,0.609,0.846,0.549,0.928,0.992,0.612,1.117,1.751,1.39,1.051,1.071,0.879,1.026,0.756,0.83,0.682,0.826,0.702,0.454,0.578,0.858,0.695,0.665,0.455,0.465,0.507,0.993,0.823,1.14,1.036,0.992,0.827,0.334,0.209,0.473,0.568,0.397,0.703,0.677,0.667,0.504,1.029,0.443,,,,,,
MT,TSHE,H,06N,B,06N-B,MT-TSHE-H-06N-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,MT-TSHE-H-06N-BOTH.tif,5/12/14 16:08,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1567.0000 6034.0000 1645.0000 386.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,119.531,1.028,1.162,0.97,0.873,1.06,0.897,1.488,1.559,1.341,1.389,1.448,1.594,1.335,1.202,1.142,2.33,2.245,1.915,2.073,1.628,0.973,1.866,1.206,0.698,0.359,1.203,1.07,1.462,1.205,2.14,3.03,2.387,1.862,1.246,0.947,1.578,1.387,1.552,0.866,0.953,1.04,1.254,1.534,1.052,1.541,1.645,1.458,2.301,1.908,1.843,1.101,0.825,0.989,1.033,1.013,0.932,1.198,0.605,1.466,1.739,1.156,1.247,0.999,0.953,1.362,1.223,1.202,1.346,1.146,0.921,1.07,1.091,1.334,1.272,0.855,0.992,0.709,0.798,0.73,0.889,0.969,1.221,0.72,1.43,0.247,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,09C,A,09C-A,MT-TSHE-H-09C-A,,,2013,0,0,0,0,0,98,RINGWIDTH,1,MT-TSHE-H-09C-BOTH.tif,5/12/14 16:33,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],224.0000 5235.0000 159.0000 421.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,101.8803,0.853,0.74,0.804,1.016,0.783,0.739,1.03,0.99,0.842,0.926,1.157,0.972,0.845,1.01,1.074,1.286,1.053,0.631,0.947,1.01,0.881,1.259,0.857,1.28,0.454,1.266,1.094,1.12,0.76,1.181,0.974,0.736,1.1,1.079,1.205,1.373,1.521,1.311,1.016,0.677,1.1,1.185,1.629,1.799,1.246,1.56,1.386,1.073,0.418,1.024,1.162,1.037,1.375,1.331,1.09,1.189,1.181,1.164,1.69,1.5,1.458,1.385,0.983,1.426,1.325,1.118,0.928,1.202,1.328,1.353,1.394,1.264,1.121,0.91,0.798,0.941,1.353,0.957,0.577,0.704,0.727,1.424,1.016,1.251,1.142,1.275,1.608,0.868,0.086,0.502,0.394,0.214,0.353,0.43,0.277,0.142,0.337,0.801,,,,,,
MT,TSHE,H,09C,B,09C-B,MT-TSHE-H-09C-B,,,2013,0,0,0,0,0,98,RINGWIDTH,1,MT-TSHE-H-09C-BOTH.tif,5/12/14 16:33,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],225.0000 5242.0000 229.0000 9937.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,99.3528,0.939,0.769,0.972,0.84,0.719,0.635,0.611,0.718,0.779,0.548,0.739,0.375,0.336,0.745,0.746,0.821,0.749,0.855,1.709,1.046,1.245,0.8,0.821,0.632,1.033,1.116,0.927,1.206,0.821,1.248,1.245,1.203,1.227,0.42,1.048,1.118,1.137,1.091,0.647,0.777,1.239,1.071,1.327,1.39,0.955,1.067,1.243,1.411,0.821,1.516,1.506,1.193,1.386,1.195,1.089,1.018,1.267,0.893,1.329,1.121,1.08,0.935,0.872,0.942,1.253,1.028,1.063,1.124,0.899,0.922,1.13,1.198,1.036,0.981,0.899,1.259,1.645,1.39,1.199,1.357,1.192,1.101,1.077,1.36,1.27,1.549,1.351,0.417,0.212,0.998,0.998,0.424,0.566,0.399,0.358,0.235,0.434,1.266,,,,,,
MT,TSHE,H,13C,A,13C-A,MT-TSHE-H-13C-A,,,2013,0,0,0,0,0,63,RINGWIDTH,1,MT-TSHE-H-13C-Both.tif,5/12/15 14:24,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],426.0000 5364.0000 423.0000 618.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,100.4321,1.04,1.482,1.288,1.397,1.366,1.143,1.743,2.035,1.656,1.233,1.994,1.346,1.324,1.736,2.032,2.561,2.023,1.965,2.12,1.939,1.377,2.273,2.169,1.558,0.99,1.748,1.428,1.197,0.831,1.558,1.873,1.543,1.564,1.246,2.025,2.467,2.595,1.698,1.119,1.097,1.501,1.591,1.819,1.059,1.126,0.777,1.159,1.22,1.059,1.163,1.118,1.001,0.924,0.929,0.91,0.781,1.31,0.782,1.629,1.299,1.278,1.637,1.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,13C,B,13C-B,MT-TSHE-H-13C-B,,,2013,0,0,0,0,0,75,RINGWIDTH,1,MT-TSHE-H-13C-Both.tif,5/12/15 14:24,                   ,,2284 5986 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1821.0000 4221.0000 1851.0000 645.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,75.6758,0.741,0.74,0.74,0.613,0.719,0.783,1.544,1.439,1.375,1.291,2.137,1.33,2.009,1.645,1.988,2.157,1.777,1.206,0.867,1.016,0.761,1.731,1.648,0.779,0.381,1.1,0.801,0.827,0.655,0.983,0.813,0.518,0.643,0.394,0.653,0.694,0.511,0.127,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
