Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11N,A,11N-A,WA-TSHE-M-11N-A,,,2013,0,0,0,0,0,85,RINGWIDTH,1,WA-TSHE-M-11N-BOTH.tif,5/8/15 9:33,                   ,,728 13685 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],266.0000 4896.0000 276.0000 366.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,95.3324,0.899,1.129,0.546,0.524,0.419,0.398,0.668,0.922,0.728,0.862,0.836,1.024,1.118,1.097,1.33,1.091,0.65,0.65,0.629,0.839,0.839,0.792,0.751,0.817,0.608,0.913,0.851,0.781,1.194,1.463,1.414,1.146,1.169,1.065,0.857,1.086,0.835,0.627,0.502,0.711,0.732,0.693,0.915,0.836,0.503,0.566,0.397,0.524,0.546,0.668,0.584,0.813,1,1.042,0.833,0.854,0.936,0.635,1.043,1.004,1.353,1.454,1.044,0.986,1.198,2.186,2.25,2.122,1.073,1.429,1.461,1.631,1.579,1.897,2.348,1.487,1.393,1.913,0.981,1.345,1.707,1.097,1.189,1.084,1.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,11N,B,11N-B,WA-TSHE-M-11N-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,WA-TSHE-M-11N-BOTH.tif,5/8/15 9:33,                   ,,728 13685 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],272.0000 4912.0000 448.0000 13452.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,180.7566,2.749,3.351,2.429,2.465,1.614,2.122,1.909,3.585,4.131,2.035,3.501,2.507,2.733,3.558,3.349,3.398,3.462,3.437,3.502,3.613,3.257,3.701,2.423,2.537,2.877,3.928,3.333,2.81,2.665,3.257,3.87,2.603,2.893,2.991,2.513,2.888,2.491,2.531,2.193,2.697,2.324,1.8,2.249,2.47,1.238,1.849,1.282,1.333,1.675,2.604,2.297,1.748,1.335,1.272,0.904,1.109,1.614,1.056,1.405,0.87,0.862,1.155,0.818,0.797,0.692,0.733,0.676,0.862,0.862,0.899,0.807,1.287,0.812,0.732,0.435,0.805,1.13,1.262,1.02,1.048,1.004,0.622,0.86,1.161,1.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,2C,A,2C-A,WA-TSHE-M-2C-A,,,2013,0,0,0,0,0,68,RINGWIDTH,1,WA-TSHE-M-2C-BOTH.tif,5/8/15 9:44,                   ,,2225 11814 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],525.0000 11760.0000 189.0000 3234.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,179.5029,1.409,2.857,1.389,1.391,0.861,1.355,1.013,1.603,2.029,2.803,2.809,3.188,2.988,3.68,3,3.114,2.142,2.175,2.157,1.666,1.332,1.098,1.327,1.581,1.277,1.849,1.982,2.328,3.153,3.745,3.617,2.925,3.588,2.822,3.105,2.537,2.92,3.659,2.248,2.183,2.534,3.219,3.295,3.304,3.87,2.908,3.175,2.9,3.474,3.27,4.811,1.833,4,1.831,3.103,2.712,3.05,2.706,3.631,3.302,1.838,1.382,2.838,1.926,1.731,2.525,3.02,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,2C,B,2C-B,WA-TSHE-M-2C-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,WA-TSHE-M-2C-BOTH.tif,5/8/15 9:44,                   ,,2225 11814 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1845.0000 9102.0000 1524.0000 87.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,185.9133,,,1.347,1.137,0.891,1.551,1.297,2.412,2.6,1.912,1.74,2.667,3.058,2.326,2.061,1.967,1.882,2.251,2.532,2.347,2.222,2.01,1.439,1.841,1.493,1.874,2.104,1.832,2.077,2.331,2.374,2.064,2.546,1.95,2.33,2.527,2.087,2.962,2.222,1.969,2.274,2.711,1.942,1.941,1.859,1.941,1.611,1.654,1.538,1.645,1.899,1.606,1.763,1.462,1.395,1.481,1.206,1.882,2.206,1.953,2.327,1.93,1.294,1.527,1.867,1.772,1.4,1.353,1.476,1.299,1.113,2.199,1.947,2.274,1.817,1.757,3.181,3.117,2.393,3.08,2.125,2.037,0.576,3.348,3.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,2N,A,2N-A,WA-TSHE-M-2N-A,,,2013,0,0,0,0,0,83,RINGWIDTH,1,WA-TSHE-M-2N-BOTH.tif,5/8/15 10:04,                   ,,2146 9215 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],222.0000 8085.0000 474.0000 414.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,162.4162,1.438,1.375,1.292,1.564,1.164,1.142,0.781,1.225,1.288,1.123,1.009,1.185,1.291,1.671,1.438,1.079,0.952,1.31,1.522,1.558,1.978,1.533,1.857,1.354,1.206,2.009,1.984,2.092,2.467,2.873,2.455,2.56,3.216,2.196,1.562,1.813,1.291,1.891,1.839,2.379,2.338,1.858,1.747,2.517,2.349,3.776,3.39,2.705,0.738,0.576,0.891,1.273,1.484,1.157,0.756,0.731,0.617,0.589,0.778,0.715,0.949,1.113,0.749,0.877,0.515,0.962,0.923,0.926,1.099,1.278,1.191,1.454,1.557,2.048,2.686,2.089,2.56,2.234,1.741,2.928,3.867,3.419,1.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,2N,B,2N-B,WA-TSHE-M-2N-B,,,2013,0,0,0,0,0,80,RINGWIDTH,1,WA-TSHE-M-2N-BOTH.tif,5/8/15 10:04,                   ,,2146 9215 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1698.0000 9138.0000 1984.0000 514.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,181.7065,0.766,1.606,2.076,1.885,1.512,1.84,1.479,1.333,1.142,0.879,0.854,1.248,1.627,1.965,2.365,3.268,4.455,4.192,4.569,4.333,5.454,5.268,4.105,2.772,2.116,2.307,2.03,2.232,2.462,2.67,2.661,2.869,3.473,1.898,1.444,1.851,1.972,2.072,2.582,3.322,3.473,4.081,3.844,4.217,4.154,5.364,5.489,4.872,4.131,1.795,0.962,0.967,0.863,0.926,0.842,0.821,1.267,1.378,1.363,0.843,0.718,0.887,0.887,0.929,1.055,1.586,1.1,0.864,0.97,1.036,0.825,1.184,1.032,1.542,1.943,1.849,2.777,3.322,2.071,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,3C,A,3C-A,WA-TSHE-M-3C-A,,,2013,0,0,0,0,0,77,RINGWIDTH,1,WA-TSHE-M-3C-BOTH.tif,5/8/15 10:11,                   ,,1929 9195 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],312.0000 9020.0000 136.0000 196.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,186.7652,1.819,2.851,2.017,1.903,3.161,4.181,4.27,3.957,2.934,1.383,1.883,2.071,3.256,1.979,1.435,2.142,3.164,3.293,2.76,2.208,2.552,4.789,4.881,2.235,1.875,2.044,1.833,1.71,1.967,2.437,2.783,2.337,3.884,3.008,2.08,2.367,2.894,3.058,2.357,2.26,2.337,2.6,2.239,2.109,1.541,1.654,1.546,2.017,2.244,2.47,2.686,2.873,2.645,1.686,1.55,2.345,1.926,1.56,2.745,2.602,2.766,2.009,1.896,2.111,2.07,2.607,2.135,2.064,1.903,2.09,1.371,2.178,2.391,1.824,2.351,1.726,1.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,3C,B,3C-B,WA-TSHE-M-3C-B,,,2013,0,0,0,0,0,76,RINGWIDTH,1,WA-TSHE-M-3C-BOTH.tif,5/8/15 10:11,                   ,,1929 9195 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1764.0000 8120.0000 1598.0000 1768.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,133.6797,1.885,1.957,1.88,1.372,1.143,1.778,2.399,2.057,1.84,1.672,2.062,2.429,2.176,1.556,1.417,2.061,2.089,1.805,2.013,1.336,1.441,1.729,1.813,1.886,1.347,1.652,1.251,1.264,1.186,1.634,1.795,1.587,1.724,1.206,1.385,1.61,0.953,1.316,1.013,1.201,1.622,2.109,1.875,1.667,1.668,1.637,1.673,1.625,1.733,2.354,2.34,2.2,2.074,2.084,1.719,1.724,1.522,1.046,2.242,2.198,2.606,2.289,1.873,2.096,2.122,2.536,1.812,1.458,1.435,1.502,1.481,1.926,2.116,1.777,1.333,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,3N,A,3N-A,WA-TSHE-M-3N-A,,,2013,0,0,0,0,0,93,RINGWIDTH,1,WA-TSHE-M-3N-BOTH.tif,5/8/15 10:21,                   ,,2087 10141 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],441.0000 9444.0000 231.0000 249.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,194.6296,2.621,3.23,3.8,3.045,3.727,2.104,1.779,1.647,1.384,0.814,0.731,1.024,1.328,1.575,1.914,2.331,2.672,2.023,2.755,2.857,2.061,1.724,1.151,1.192,1.049,1.014,1.083,0.982,1.226,1.544,0.86,0.462,1.73,2.336,1.385,1.396,1.037,1.799,1.121,1.521,0.97,1.18,1.909,1.888,1.414,1.663,1.7,2.165,1.643,2.198,2.191,2.481,2.347,2.603,2.388,1.712,1.564,1.012,1.312,1.12,1.311,1.036,1.142,1.543,1.099,1.565,1.161,1.623,1.851,1.554,1.092,1.323,1.801,1.385,0.625,1.483,1.882,2.174,2.02,2.223,1.849,1.23,0.743,2.112,4.038,3.243,2.779,5.096,3.979,3.944,3.86,5.366,5.108,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,3N,B,3N-B,WA-TSHE-M-3N-B,,,2013,0,0,0,0,0,90,RINGWIDTH,1,WA-TSHE-M-3N-BOTH.tif,5/8/15 10:21,                   ,,2087 10141 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1887.0000 9999.0000 1605.0000 1149.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,185.8352,2.455,2.186,1.481,1.545,1.712,1.417,2.075,2.218,2.01,1.27,1.756,2.285,2.451,2.263,2.026,1.902,1.727,0.782,0.675,0.654,0.868,0.949,0.909,1.118,0.549,0.401,0.529,0.635,0.868,1.418,1.439,1.499,2.237,2.199,1.702,2.037,2.124,2.425,1.77,1.817,1.322,2.412,2.831,2.878,2.285,2.328,2.475,2.772,2.704,3.644,3.175,3.873,3.211,1.554,1.473,1.298,1.22,1.039,1.386,1.711,1.683,1.153,1.31,1.355,1.068,1.303,0.728,1.27,1.543,2.131,2.442,3.178,2.864,2.867,3.005,1.946,2.445,1.761,1.266,0.877,0.785,1.014,1.053,0.934,1.93,1.914,3.655,4.281,4.633,1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,4C,A,4C-A,WA-TSHE-M-4C-A,,,2013,0,0,0,0,0,111,RINGWIDTH,1,WA-TSHE-M-4C-BOTH.tif,5/8/15 10:34,                   ,,2008 12031 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],244.0000 11872.0000 596.0000 300.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,244.7172,0.697,1.185,0.782,0.888,0.612,0.989,0.8,1.028,0.922,0.916,0.958,0.981,1.113,0.845,1.182,1.161,1.343,1.547,1.809,1.612,0.859,1.691,1.122,1.497,1.272,1.392,1.419,1.488,1.265,1.622,1.566,1.914,1.884,1.632,1.271,2.3,1.331,1.841,1.198,1.385,1.324,1.667,1.445,1.501,1.43,0.962,1.325,1.052,1.399,1.281,1.469,1.392,1.66,1.556,1.747,1.532,2.182,1.537,2.676,2.657,2.376,1.936,1.388,1.623,1.515,1.487,1.904,2.39,2.065,1.888,1.754,2.197,1.373,1.24,1.133,1.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,4C,B,4C-B,WA-TSHE-M-4C-B,,,2013,0,0,0,0,0,58,RINGWIDTH,1,WA-TSHE-M-4C-BOTH.tif,5/8/15 10:34,                   ,,2008 12031 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1716.0000 11604.0000 1701.0000 2436.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,193.077,0.296,1.984,1.185,1.734,1.289,2.472,2.05,1.946,1.714,1.608,2.283,4.041,6.336,4.762,5.3,5.655,5.121,2.266,2.974,2.309,1.796,3.151,3.959,3.376,1.608,1.905,1.185,1.566,1.417,2.453,2.539,3.153,3.734,3.044,1.726,3.316,3.152,4.777,4.334,5.374,4.606,5.84,5.244,4.292,4.479,3.541,5.869,5.332,7.435,5.587,3.79,1.759,1.769,1.897,1.027,1.223,1.725,2.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,4N,A,4N-A,WA-TSHE-M-4N-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,WA-TSHE-M-4N-BOTH.tif,5/8/15 10:51,                   ,,2008 11578 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],219.0000 11247.0000 168.0000 333.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,221.9877,1.532,2.04,1.095,0.993,0.697,1.333,1.161,0.931,0.91,0.844,0.613,1.076,1.352,1.163,1.163,1.821,2.389,0.994,1.328,1.12,0.888,1.264,1.626,1.417,1.333,1.502,1.185,1.27,1.5,2.434,2.557,2.397,3.865,4.695,4.162,4.63,4.101,4.469,3.403,3.971,4.414,5.744,5.192,4.434,4.294,2.606,2.968,2.052,2.194,2.208,1.639,1.485,1.618,,,,,,2.011,1.918,1.308,1.17,1.386,1.722,1.116,1.402,1.34,1.465,1.555,1.309,1.24,1.531,1.865,1.679,1.821,1.535,1.801,2.326,1.491,2.218,1.621,1.499,1.463,1.254,1.508,1.786,2.38,2.123,1.961,1.772,2.591,1.974,2.034,2.733,2.817,2.793,1.959,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,4N,B,4N-B,WA-TSHE-M-4N-B,,,2013,0,0,0,0,0,99,RINGWIDTH,1,WA-TSHE-M-4N-BOTH.tif,5/8/15 10:51,                   ,,2008 11578 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1698.0000 11340.0000 1806.0000 1296.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,210.9702,1.662,1.563,1.578,1.65,0.973,1.248,1.46,1.185,1.362,1.354,0.773,1.439,1.439,1.523,1.458,1.86,1.925,1.333,1.608,1.435,1.27,1.524,1.585,1.037,1.27,1.344,1.427,1.577,1.512,1.904,2.095,2.137,2.158,2.116,1.693,1.926,2.378,2.989,2.176,2.852,2.361,2.152,2.129,2.97,2.187,2.013,2.727,2.306,2.157,1.947,3.534,2.37,1.878,1.592,1.333,1.227,1.439,1.439,2.539,2.941,2.455,1.882,1.691,1.856,1.416,2.134,2.703,2.713,2.13,1.955,1.882,2.687,2.601,2.766,2.241,1.986,2.593,2.903,2.492,2.86,1.426,1.351,1.229,1.589,1.915,1.963,2.069,1.354,1.396,1.709,2.251,2.355,2.644,2.495,1.758,2.982,8.697,5.017,5.584,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,6C,A,6C-A,WA-TSHE-M-6C-A,,,2013,0,0,0,0,0,101,RINGWIDTH,1,WA-TSHE-M-6C-BOTH.tif,5/12/15 9:21,                   ,,2106 10456 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],402.0000 10308.0000 225.0000 177.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,213.805,0.063,0.189,0.486,0.399,0.401,0.433,0.327,0.42,0.315,0.21,0.296,0.295,0.298,0.43,0.202,0.337,0.558,0.821,0.71,0.528,0.762,0.496,0.614,0.825,0.613,0.655,1.478,1.986,1.607,2.897,3.271,2.518,3.47,4.062,2.202,2.322,1.325,1.67,1.232,1.525,1.114,1.616,1.838,1.469,0.901,0.86,1.086,1.364,1.112,1.048,1.258,1.889,1.458,2.114,1.921,2.281,2.389,1.583,3.398,3.878,4.123,3.92,2.574,3.794,4.373,5.327,4.734,5.917,4.624,4.512,4.888,6.235,6.285,5.306,6.149,4.336,6.594,5.766,2.322,3.998,3.398,3.149,3.384,2.942,2.879,3.258,2.136,1.418,1.163,1.439,1.122,0.655,0.845,0.762,0.38,0.719,1.073,0.885,1.116,1.432,1.16,,,,,,,,,,,,,,,,,,
WA,TSHE,M,6C,B,6C-B,WA-TSHE-M-6C-B,,,2013,0,0,0,0,0,87,RINGWIDTH,1,WA-TSHE-M-6C-BOTH.tif,5/12/15 9:21,                   ,,2106 10456 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1902.0000 8493.0000 1740.0000 1572.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,146.498,,,,,,,0.209,0.215,0.229,0.216,0.273,0.379,0.275,0.571,0.381,0.639,0.824,0.758,0.656,0.423,0.781,0.949,1.075,1.651,1.003,0.803,1.243,1.752,0.969,1.4,1.857,1.144,2.017,2.009,1.163,1.593,0.874,1.007,0.727,1.183,0.776,0.799,0.84,0.969,0.578,0.804,0.685,1.059,0.686,0.669,0.732,1.13,1.173,1.047,0.839,1.207,1.377,0.624,0.994,0.906,1.281,1.218,1.382,1.476,1.161,2.49,1.584,3.39,3.454,2.867,2.727,3.783,4.378,3.757,2.844,3.314,6.094,5.432,2.444,3.944,3.84,3.637,3.519,3.618,5.359,6.668,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,6N,A,6N-A,WA-TSHE-M-6N-A,,,2013,0,0,0,0,0,73,RINGWIDTH,1,WA-TSHE-M-6N-BOTH.tif,5/12/15 9:28,                   ,,1988 13173 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],291.0000 8535.0000 360.0000 312.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,174.0163,3.105,3.379,3.47,2.871,1.841,2.264,1.986,2.156,1.735,1.651,1.1,1.712,1.862,1.881,1.554,1.418,1.306,1.455,2.36,1.169,2.029,2.263,1.904,1.142,0.846,0.994,0.825,1.078,0.55,1.037,1.037,1.248,2.341,2.837,2.299,3.073,1.537,1.538,1.351,1.838,1.161,1.267,1.561,1.342,0.879,1.185,1.493,1.451,1.265,1.389,1.672,2.279,2.854,3.032,2.757,1.936,1.718,1.593,2.727,3.632,3.131,2.8,2.632,2.874,2.609,3.2,3.408,3.797,3.066,3.99,3.819,4.722,5.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
